流水號,調查日期,縣市,鄉鎮市區,村里,調查地區分類,調查機關或代表地點,緯度,經度,調查戶數,陽性戶數,陽性戶數(有埃及斑蚊幼蟲),調查人員種類,積水容器數量(戶內),積水容器數量(戶外),陽性容器數量(戶內),陽性容器數量(戶外),採獲埃及斑蚊雌蟲數(戶內),採獲埃及斑蚊雌蟲數(戶內),採獲白線斑蚊雌蟲數(戶內),採獲白線斑蚊雌蟲數(戶內),孳生埃及斑蚊幼蟲數,孳生白線斑蚊幼蟲數,孳生斑蚊幼蟲數(未分類),孳生斑紋蛹數,布氏指數,布氏級數,成蟲指數(埃及斑蚊),成蟲指數(白線斑蚊),住宅指數,住宅級數,住宅指數(有白線斑蚊),住宅級數(有白線斑蚊),容器指數,容器級數,幼蟲指數,幼蟲級數,蛹指數
1,2015/8/1,台南市,中西區,大南里,住宅,,22.9847358,120.2029453,52,3,3,監測,1,16,0,4,,,,,16,,,,8,2,0,0,6,2,6,2,24,6,31,4,-
2,2015/8/1,台南市,中西區,赤嵌里,住宅,,22.9972549,120.2072739,51,1,1,監測,3,22,0,1,,,,,50,,,,2,1,0,0,2,1,2,1,4,2,98,4,-
3,2015/8/1,台南市,中西區,民權里,住宅,,22.9969861,120.1957308,50,7,7,監測,5,37,0,8,,,,,135,,,,16,3,0,0,14,3,14,3,19,5,270,5,-
4,2015/8/1,台南市,中西區,民權里,住宅,,22.9969861,120.1957308,50,3,3,監測,19,18,1,4,,,,,61,,,,10,3,0,0,6,2,6,2,14,4,122,5,-
5,2015/8/1,台南市,中西區,民生里,住宅,,22.989425,120.1917626,50,2,2,監測,6,17,1,1,,,,,10,,,,4,1,0,0,4,2,4,2,9,3,20,3,-
6,2015/8/1,台南市,中西區,民生里,住宅,,22.989425,120.1917626,52,2,2,監測,6,18,1,1,,,,,25,,,,4,1,0,0,4,2,4,2,8,3,48,4,-
11,2015/8/1,台南市,北　區,大山里,住宅,,23.0090596,120.2134058,50,2,2,監測,1,10,0,5,,,,,80,,,,10,3,0,0,4,2,4,2,45,9,160,5,-
12,2015/8/1,台南市,南　區,同安里,住宅,,22.9224836,120.1892373,28,,,衛生所,15,6,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-
13,2015/8/1,台南市,南　區,文華里,住宅,,22.98611,120.1899588,17,1,1,衛生所,12,2,0,1,,,,,5,,,,6,2,0,0,6,2,6,2,7,3,29,3,-
49,2015/8/1,台南市,北　區,和順里,學校,,23.0051759,120.2015025,50,,,衛生局,0,4,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-
